ids
TaSnS2_30284
Ta3SnS6_101347
Mg2SnS4_131830
Al2S3_6598
Al2S3_6599
Al0.67S_35047
Al2S3_39336
Al2.67S4_42233
MgAl2S4_41450
MgAl2S4_49560
[N2]_7396
[N2]_7397
[N2]_84252
[N2]_84272
[N2]_84288
[N2]_84889
[N2]_106422
Sn3N4_85058
Sn[N2]_98323
Mg3N2_16132
Mg3N2_65949
TaN0.45_5597
TaN0.50_5597
TaN0.5_5597
Ta2N0.86_5597
Ta0.83N_5598
TaN_5598
TaN0.96_5598
TaN_5599
TaN_39377
TaN0.9_39377
TaN0.83_39377
TaN0.80_39377
Ta3N5_41973
Ta4N5_41976
Ta5N6_41978
Ta2N3_129304
Ta3N5_142423
Ta2N_146565
Mg0.42Ta0.58N_118384
Mg0.51Ta0.49N_118384
Mg0.56Ta0.44N_118384
Mg0.58Ta0.42N_118384
Mg0.5Ta0.5N_118384
Mg1.88Ta4.12N6_118386
Mg1.8Ta4.2N6_118386
[Br2]_7687
Br_84876
SnBr2_14318
SnBr4_16421
SnBr2_142515
AlBr3_6572
MgBr2_16995
MgBr2_18351
ZnS_86
ZnS_12287
ZnS2_41765
ZnS_55343
ZnS_55344
ZnS_55345
ZnS_55346
ZnS_55347
ZnS_55348
ZnS_55349
ZnS_55350
ZnS_55351
ZnS_55352
ZnS_55353
ZnS_55354
ZnS_55355
ZnS_55356
ZnS_55357
ZnS_55358
ZnS_55359
ZnS_55360
ZnS_55361
ZnS_55421
ZnS_55424
ZnS_55425
ZnS_84137
ZnS_84138
ZnS_84139
ZnS_84141
ZnS_84144
ZnS_84147
ZnS_84153
ZnS_84154
ZnS_84233
ZnS_84445
ZnS_84446
ZnS_84447
ZnS_128217
ZnS_134602
ZnS_134603
ZnS_134604
ZnS_134605
ZnS_134606
ZnS_134607
ZnS_135680
ZnS_135681
ZnS_135682
ZnS_135684
ZnS_135718
ZnS_135719
ZnS_135720
ZnS_142381
Zn0.92Sn0.08S_23424
Mg0.95Zn0.05S_23098
Mg0.3Zn0.7S_23099
Mg0.25Zn0.75S_23099
Mg0.32Zn0.68S_23099
Mg0.35Zn0.65S_122123
Ba_5091
Ba_94516
Ba_143249
Ba2Mg17_20075
Ba6Mg23_20076
BaMg2_20077
BaCl2_8913
BaCl2_12916
BaCl2_12917
BaCl2_87100
Ba2Sn_20089
BaSn3_20090
BaSn5_20091
BaSn_28548
Ba5Sn3_39184
BaSn2_60664
Ba3Sn5_125974
Ba3Sn2_139556
BaMgSn_29712
BaMg2Sn2_44747
AlN_8781
AlN_41994
Mg3Al2N4_98158
Mg3Al3N5_98159
Mg3AlN3_98161
Ta22.4Al20.6_8297
Ta22Al21_8297
Ta0.67Al0.33_8298
Ta0.6Al0.4_8298
Ta2Al_8298
Ta0.60Al0.40_8298
Ta0.61Al0.39_8298
Ta0.65Al0.35_8298
Ta0.72Al0.28_8298
Ta0.74Al0.26_8298
Ta0.76Al0.24_8298
Ta39Al69_8299
Ta40.44Al70.56_8299
TaAl3_10585
Ta5Al3_28821
Ta17Al12_39376
Mg3Ta2Al18_44118
[O2]_22014
[O2]_37945
[O2]_37948
[O2]_72855
[O2]_77926
[O2]_84891
[O3]_134795
MgO_9968
Mg[O2]_13907
Ta2O5_12452
Ta2O5_12453
Ta2O5_15963
Ta2O5_24966
Ta2O5_26707
Ta2O5_26818
TaO2.5_27747
TaO1.67_35154
Ta0.83O2_35804
TaO2_35804
Ta4O_37136
Ta2O5_39187
TaO2_39355
TaO0.9_39762
TaO1.16_39762
TaO_41881
Ta2O5_71910
Ta1.8O2.83_84044
TaO1.1_84049
Ta1.5O4.5_84110
Ta0.625O_84332
Ta1.10O1.05_84333
Ta0.38O0.78_84334
Ta0.35O0.82_84335
Ta0.36O0.52_84335
Ta2.32O7.40_84341
Ta1.1O0.84_84369
Ta2O_84370
Ta2O5_92454
Ta1.08O_101778
Ta0.87O1.5_101779
Ta1.19O1.5_101779
Ta3O7.5_105189
Ta2O5_128318
SnO2_6488
Sn3O4_8179
SnO_8180
SnO2_42117
SnO_50127
SnO2_56213
SnO2_56214
SnO2_56215
SnO2_56216
SnO2_72615
SnO_84024
Mg2SnO4_26965
Ta2Sn2O7_14042
Ta1.88Sn1.76O6.58_14042
Ta1.56Sn2.20O6.54_14042
Ta1.56Sn2.2O6.54_14042
Ta2SnO6_18985
Ta2SnO7_18985
TaSnO3_38390
TaSn0.25O3_38390
Ta0.94Sn0.88O4.11_80806
Ta0.47Sn0.44O2_80806
Mg1.67Ta1.33O5_17996
Mg4Ta2O9_17997
MgTa2O6_17998
ZnBr2_8063
ZnBr2_105112
Zn7Ta6_39513
Zn2Ta_39514
Zn2Ta_39515
Zn[N3]2_22478
Zn3N2_26036
Zn[N3]2_97692
Zn[N3]2_97693
ZnNx_129486
Sr_5465
Sr_5466
Sr_20778
Sr_56245
Sr_84907
SrCl2.05_9287
SrCl2_9287
SrCl2_9288
Sr2Sn_6208
Sr3Sn5_6209
Sr5Sn3_6210
SrSn3_6211
SrSn4_6212
SrSn_6213
Sr2Mg17_6440
Sr6Mg23_6441
Sr9Mg38_6442
SrMg4_6442
SrMg2_6443
SrMg_28790
SrMg5.2_84234
SrMgSn_29709
Al2O3_6597
Al2.67O4_12685
Al2.66O4_12685
Al2.667O4_12685
Al3O3.76_12685
Al2.67O4_14142
Al2O3_27215
Al2O3_35119
Al2O3_63764
Al0.667O_63764
Al2O3_75157
Al2.67O4_84313
Al2O2.67_99637
Al2O3_124027
Al2.67O4_124027
Al2O3_142188
Al2O3_142189
Al0.1Sn0.9O1.95_15655
MgAl2O4_8713
Mg0.57Al2.28O4_8713
Mg0.31Al2.46O4_8713
Mg0.4Al2.4O4_8713
Mg0.7Al2.2O4_8713
Mg0.88Al2.08O4_8713
Mg0.75Al2.16O4_8713
Mg0.47Al2.35O4_8713
Mg0.40Al2.40O4_8713
Mg1.25Al1.77O4_8713
Mg0.94Al2.04O4_8713
Mg0.388Al2.408O4_8713
Mg0.379Al2.413O4_8713
Mg0.374Al2.417O4_8713
Mg0.378Al2.414O4_8713
Mg0.394Al2.404O4_8713
Mg0.391Al2.405O4_8713
Mg0.395Al2.403O4_8713
Mg0.389Al2.407O4_8713
Mg0.409Al2.394O4_8713
Mg0.546Al2.302O4_8713
Mg0.653Al2.231O4_8713
Mg0.734Al2.177O4_8713
Mg0.57Al2.29O4_8713
Mg0.75Al2O3.75_8713
Mg0.97Al0.03O_8714
Mg0.58Al0.28O_8714
Mg0.883Al0.078O_8714
MgAl2O4_74049
Mg2Al2O5_76059
Mg2Al4O8_137722
Mg0.8Al4.8O8_137722
[F2]_73609
[F2]_84287
SnF2_14704
SnF2_14705
SnF4_17805
SnF2_18346
Sn3F8_21917
SnF3_21918
AlF3_12724
AlF3_14119
AlF3_14120
AlF3_44928
AlF3_84290
MgF2_9076
MgF2_82670
MgF2_82675
MgF2_82677
MgF2_137378
MgF2_155995
MgAlF5_86827
Zn0.14Al0.86_5017
Zn0.05Al0.95_5017
Zn0.4Al0.6_5017
Zn0.2Al0.8_5017
Zn0.1Al0.9_5017
Zn0.017Al0.983_5017
Zn0.01Al0.99_5017
Zn0.44Al0.56_5017
Zn0.48Al0.52_5017
ZnAl2_27925
ZnAlx_28350
Zn0.29Al0.71_84208
Mg0.969Zn0.004Al0.027_15644
Mg15.8Zn18.4Al5.8_15645
Mg32Zn31.9Al17.1_15645
Mg32Zn26.8Al22.2_15645
Mg32Zn33Al16_15645
Mg32Zn6Al43_15645
Mg32Zn8Al41_15645
Mg32Zn29.4Al19.6_15645
Mg21Zn8.5Al8.5_15646
Mg20.748Zn8.436Al8.816_15646
Mg20.292Zn11.21Al6.498_15646
Mg0.018Zn0.093Al0.889_15647
Mg0.141Zn0.009Al0.85_15647
Mg0.034Zn0.068Al0.898_15647
Mg2Zn3Al4_28349
Mg4Zn11Al_54972
Mg27Zn47.3Al10.7_170382
Mg36.3Zn35.5Al12.7_170382
BaS_8934
BaS2_20083
BaS2_20084
BaS3_20085
BaS_47578
Ba2S3_83994
Ba0.33Sn0.67S_24785
BaSn2S3_24786
BaSnS2_24787
BaSnS3_30235
Ba2SnS4_44823
Ba2SnS4_45020
Ba3Sn2S7_47594
Ba0.245Sn0.755S_49384
Ba7Sn3S13_98539
Ba12Sn4S23_98541
Ba7Sn5S15_108768
BaSn2S5_108772
Ba6Sn7S20_108773
Ba8Sn4S15_142060
ZnO_7282
ZnO2_21303
Zn[O2]_21303
ZnO_39795
ZnO_41940
Zn2SnO4_27083
Zn0.005Sn0.995O1.995_73942
Zn0.01Sn0.99O1.99_73942
Zn0.012Sn0.988O1.988_73942
Zn0.02Sn0.98O1.98_73942
Zn0.04Sn0.96O1.96_73942
ZnSnO3_105113
ZnSnO3_105604
Mg0.65Zn0.35O_31302
Mg0.75Zn0.25O_31302
Mg0.523Zn0.477O_31302
Mg0.889Zn0.111O_31302
Mg0.5Zn0.5O_31302
Mg0.68Zn0.32O_31302
Mg0.15Zn0.85O_31302
Mg0.83Zn0.17O_31302
Mg0.756Zn0.244O_31302
Mg0.15Zn0.85O_31303
Mg0.17Zn0.83O_31303
Mg0.02Zn0.98O_31303
Mg0.04Zn0.96O_31303
Mg0.05Zn0.95O_31303
Mg0.10Zn0.90O_31303
Mg0.06Zn0.94O_31303
Mg0.14Zn0.86O_31303
Mg0.1Zn0.9O_31303
Mg0.2Zn0.8O_31303
Mg0.125Zn0.875O_31303
MgZn7O8_31303
MgZnSnO4_113161
